amenity	cuisine	takeaway	name	brand
fast_food	kebab		Chez Momo	
fast_food	kebab		Chez Momo	
fast_food	kebab		Chez Momo Kebab Pizza	
fast_food	kebab		Chez Mouss	
fast_food	kebab		Chez Mouss	
fast_food	kebab		Chez Nico.	
fast_food	kebab		Chez Osman	
fast_food	kebab		Chez Papy	
fast_food	kebab		Chez Primo	
fast_food	kebab		Chez Ramo	
fast_food	kebab		Chez Refik	
fast_food	kebab		Chez Sako	
fast_food	kebab		Chez Seb	
fast_food	kebab		Chez Sisso	
fast_food	kebab		Chez TAO	
fast_food	kebab		Chez Tcho	
fast_food	kebab		Chez Tibi Sandwicherie Kebab	
fast_food	kebab		Chez Tito Kebab	
fast_food	kebab		Chez tonton	
fast_food	kebab		Chez tonton	
fast_food	kebab		Chez Tonton	
fast_food	kebab		Chez Totone	
fast_food	kebab		Chez Victor - Mac Ankara Kebab	
fast_food	kebab		Chez Yassin	
fast_food	kebab		Chez Yunus	
fast_food	kebab		Chez Zine	
fast_food	kebab		Chez Zohra	
fast_food	kebab		Chicago	
fast_food	kebab		Chiche Kebab Auch	
fast_food	kebab		Chic Kebab	
fast_food	kebab		Chic kebab & tacos	
fast_food	kebab;chicken		Ada Délices	
fast_food	kebab;chicken;burger;tacos;sandwich	yes	Grec Algérien	
fast_food	kebab;chicken		Fendi Grill House	
fast_food	kebab		Chicken Grill	
fast_food	kebab		Chicken House	
fast_food	kebab		Chicken King	
fast_food	kebab;chicken;pizza;tacos;burger	yes	O' Panam	
fast_food	kebab;chicken	yes	Chicken Box	
fast_food	kebab		Chick 'N Fish	
fast_food	kebab		Ch'ti Kebab	
fast_food	kebab		City Food	
fast_food	kebab		City kebab	
fast_food	kebab		City Kebab	
fast_food	kebab		City Kebab	
fast_food	kebab		C Kebab	
fast_food	kebab		Class Burger	
fast_food	kebab		Classico	
fast_food	kebab		Cob'And Food	
fast_food	kebab		Coco Kebab	
fast_food	kebab		Coluche	
fast_food	kebab		Comme à la Maison	
fast_food	kebab		Constantina	
fast_food	kebab		Corbas Kebab	
fast_food	kebab;couscous;pizza		L'escale	
fast_food	kebab;couscous	yes	Snack 7	
fast_food	kebab		Crazy Tacos	
fast_food	kebab;crepe;burger		Moes	
fast_food	kebab;crepe;coffee		Délice Gourmand Sandwich	
fast_food	kebab		Crispy & Curry	
fast_food	kebab		Croc Kébab	
fast_food	kebab		Crok&Bab	
fast_food	kebab		Crok-Döner	
fast_food	kebab		Croq Express	
fast_food	kebab		Croq' Express	
fast_food	kebab		Croq' Kebab	
fast_food	kebab		Croq Kebap´s	
fast_food	kebab		Crousti' Gourmet	
fast_food	kebab		Dadas kokorec	
fast_food	kebab		Daily Food	
fast_food	kebab		DamDam	
fast_food	kebab		Darkoum	
fast_food	kebab		Das Happy	
fast_food	kebab		Daylan Kebab	
fast_food	kebab		Dehliz	
fast_food	kebab		Delena	
fast_food	kebab		Délice de Jonzac	
fast_food	kebab		Délice de Peyrehorade	
fast_food	kebab		Délice d'Istanbul	
fast_food	kebab		Délice d'orient	
fast_food	kebab		Délice du Kebab	
fast_food	kebab		Delice kebab	
fast_food	kebab		Delice Kebab	
fast_food	kebab		Délice Kebab	
fast_food	kebab		Délice Kebab	
fast_food	kebab		Délice Kebab	
fast_food	kebab		Délice Kebab	
fast_food	kebab		Delice-Kebab Courçon	
fast_food	kebab		Délice Naan	
fast_food	kebab		Délices	
fast_food	kebab		Délices	
fast_food	kebab		Délices 25	
fast_food	kebab		Délices Anamur	
fast_food	kebab		Délices d'Anatolie	
fast_food	kebab		Délices de Neuilly	
fast_food	kebab		Délices de Paris	
fast_food	kebab		Délices du Liban	
fast_food	kebab		Délices Kebab	
fast_food	kebab		Délices Kebab	
fast_food	kebab		Délices Matabiau	
fast_food	kebab		Délicieux	
fast_food	kebab		Deliciosa Restaurant	
fast_food	kebab		Delphine's	
fast_food	kebab		Deniz	
fast_food	kebab		Déniz	
fast_food	kebab		Deni'z kebab	
fast_food	kebab		Deniz kebab	
fast_food	kebab		Deniz Kebab	
fast_food	kebab		Deniz Kebab	
fast_food	kebab		Deniz Kebab	
fast_food	kebab		Dersim	
fast_food	kebab		Destan	
fast_food	kebab		Devran Kebab	
fast_food	kebab		Didim	
fast_food	kebab		Didim 1	
fast_food	kebab		Didim Délice	
fast_food	kebab		Didim Grill	
fast_food	kebab		Didim Kebab	
fast_food	kebab		Dieppe Kebab	
fast_food	kebab		Dilan Kepab	
fast_food	kebab		Distric Five	
fast_food	kebab		Djebel	
fast_food	kebab		Djerba la douce	
fast_food	kebab		DK EXPRESS	
fast_food	kebab		DK'S Food	
fast_food	kebab		Don Döner	
fast_food	kebab		Döner Antalya	
fast_food	kebab		Dönerci Yusuf	
fast_food	kebab		Döner De La Bruche Eda	
fast_food	kebab		Döner House	
fast_food	kebab		Doner Kebab	
fast_food	kebab		Doner Kebab	
fast_food	kebab		Döner Kebab	
fast_food	kebab		Döner Kebab	
fast_food	kebab		Döner Kebab de Beauregard	
fast_food	kebab		Doner Kebab Erciyes	
fast_food	kebab		Doner Kebab Ibo	
fast_food	kebab		Dôni	
fast_food	kebab		Donya Kebab	
fast_food	kebab		Dorée et Grillée	
fast_food	kebab		Dost Kebab	
fast_food	kebab		Dounia Kebab	
fast_food	kebab		Downtown	
fast_food	kebab		dream food	
fast_food	kebab		DS Pizza Kebab	
fast_food	kebab		Ducey Kebab House	
fast_food	kebab		Dunia	
fast_food	kebab		Dunya	
fast_food	kebab		Eat and Go	
fast_food	kebab		Eat Doner	
fast_food	kebab		Eat's good	
fast_food	kebab		EC Kebab	
fast_food	kebab		Eden Kebab	
fast_food	kebab		Efe	
fast_food	kebab		Efe Kebab	
fast_food	kebab		Efendy Kebab	
fast_food	kebab		Efes	
fast_food	kebab		Efes Kebab	
fast_food	kebab		Efes Kebab	
fast_food	kebab		Efes Kebab	
fast_food	kebab		Efes Kebab	
fast_food	kebab		Efsane	
fast_food	kebab		Ege Doner	
fast_food	kebab		Egirdir Kébab	
fast_food	kebab;egyptian		Mido	
fast_food	kebab		El Baraka	
fast_food	kebab		Elbistan 68	
fast_food	kebab		El Gosto	
fast_food	kebab		Elit	
fast_food	kebab		Elite Kebab	
fast_food	kebab		Elite Kebab	
fast_food	kebab		El medina	
fast_food	kebab		Elor	
fast_food	kebab		Élor	
fast_food	kebab		El Riadh	
fast_food	kebab		Elysée Doner Kebab	
fast_food	kebab		Emir Dag	
fast_food	kebab		Emir Dag	
fast_food	kebab		Em Kebab	
fast_food	kebab		Emre Demir	
fast_food	kebab		En Cas de Faim	
fast_food	kebab		Enes Kebab	
fast_food	kebab		Enjoy Tacos	
fast_food	kebab		Enzo Dürüm	
fast_food	kebab		Ephes 2	
fast_food	kebab		Éphèse	
fast_food	kebab		Éphèse Kebab	
fast_food	kebab		Ephèse Kebab House	
fast_food	kebab		Erbil Kebab	
fast_food	kebab		Erken Kebab	
fast_food	kebab		Essen Kebab Grill	
fast_food	kebab		Etem Baba	
fast_food	kebab		Étoile	
fast_food	kebab		Étoile de Villiers	
fast_food	kebab		euro kebab	
fast_food	kebab		Euro kebab	
fast_food	kebab		Ev’Et by Samy	
fast_food	kebab		Evian Kebab	
fast_food	kebab		Express Food	
fast_food	kebab		Express Food	
fast_food	kebab		Express Orient	
fast_food	kebab		Facefood	
fast_food	kebab		FaceFood	
fast_food	kebab		Fac Food	
fast_food	kebab		Falafel Salle au 1er Étage	
fast_food	kebab;falafel;sandwich;burger;tacos		O' Tezel	
fast_food	Kebab;falafel	yes	Cappadoce	
fast_food	kebab;falafel	yes	La Palmire	
fast_food	kebab		Family Food	
fast_food	kebab		Family Restaurant Kebab	
fast_food	kebab		Fantastyk	
fast_food	kebab		Fast Balard	
fast_food	kebab		Fast food	
fast_food	kebab		Fast Food Couhé	
fast_food	kebab;fast_food;tacos		Le Babylone	
fast_food	kebab		Fast Kebab	
fast_food	kebab		Fast PoinTacos Food	
fast_food	kebab		Firm Kebab	
fast_food	kebab		flash kebab	
fast_food	kebab		Fleisch Gemüse	Fleisch Gemüse
fast_food	kebab		Fleisch Gemüse	Fleisch Gemüse
fast_food	kebab		Foch Kebab	
fast_food	kebab		Food 49	
fast_food	kebab		FOOD AS YOU LIKE	
fast_food	kebab		Food & Bab	
fast_food	kebab		Food City	
fast_food	kebab		Food Corner	
fast_food	kebab		Food Corner	
fast_food	kebab		Fooding76	
fast_food	kebab		Food Inn	
fast_food	kebab		Food Saint-Bonnet	
fast_food	kebab		Food Station	
fast_food	kebab		Forty Four	
fast_food	kebab		Frais Chaud	
fast_food	kebab		Frau	
fast_food	kebab		Freddiz	
fast_food	kebab		Free Kebab	
fast_food	kebab		Free Time	
fast_food	kebab;french_tacos;burger		Alibaba Kebab & Tacos & Burger	
fast_food	kebab;french_tacos;burger;barbecue		Kebab et Grillade	
fast_food	kebab;french_tacos;burger		Elif Kebab	
fast_food	kebab;french_tacos;burger		Fresh Nan & Burger	
fast_food	kebab;french_tacos;burger;fried_chicken		Istanbul	
fast_food	kebab;french_tacos;burger		KN's Food	
fast_food	kebab;french_tacos;burger		Le Rif	
fast_food	kebab;french_tacos;burger;panini	yes	Chez Naan	
fast_food	kebab;french_tacos;burger		Presto Chicken	
fast_food	kebab;french_tacos;burger		Street food	
fast_food	kebab;french_tacos;burger		TNTacos	
fast_food	kebab;french_tacos		L'Iskender Berliner	
fast_food	kebab;french_tacos;pizza	yes	Aux Saveurs du Liban	
fast_food	kebab;french_tacos		Restaurant N7 - Kebab Tacos	
fast_food	kebab;french_tacos;sandwich		Kebab Saint-Pons	
fast_food	kebab;french_tacos;snack;burger		Emirdag	
fast_food	kebab;french_tacos		Snack Le Pacha	
fast_food	kebab;french_tacos		Tacos Naan	
fast_food	kebab;french_tacos	yes	La Fontaine Kebab	
fast_food	kebab;french_tacos	yes	L'Oasis	
fast_food	kebab;french_tacos	yes	Tacos Kebab	
fast_food	kebab		Frenchy Foods	
fast_food	kebab		Fresh	
fast_food	kebab		Fresh food	
fast_food	kebab		Fresh Food	
fast_food	kebab		Fresh House	
fast_food	kebab;fries		KVB. vegetal street food	
fast_food	kebab		Frisch Cag Kebap	
fast_food	kebab;frite;burger		Gems	
fast_food	kebab		Fun Fast Food	
fast_food	kebab		Funny Boy Kebab	
fast_food	kebab		Galata	
fast_food	kebab		Galata	
fast_food	kebab		Galatasaray	
fast_food	kebab		Galatasaray	
fast_food	kebab		Galatasaray	
fast_food	kebab		Galatasaray	
fast_food	kebab		Galatasaray 66	
fast_food	kebab		Galatasaray Kebab	
fast_food	kebab		Galatasaray Kebab	
fast_food	kebab		Galatasaray Kebab	
fast_food	kebab		Galaxy Kebab	
fast_food	kebab		Gap	
fast_food	kebab		Genlis Kebab	
fast_food	kebab		Gerland Kebab	
fast_food	kebab		G'faim	
fast_food	kebab		Gim Gim Kebab	
fast_food	kebab		Giresun Kebab	
fast_food	kebab		Goa Kebab Fusion	
fast_food	kebab		Goder Food	
fast_food	kebab		Golden Food	
fast_food	kebab		Golden Kebab	
fast_food	kebab		Gold Palace	
fast_food	kebab		Goliath Kebab	
fast_food	kebab		Good Food	
fast_food	kebab		Good Naan	
fast_food	kebab		Good Snack Café	
fast_food	kebab		Good time	
fast_food	kebab		Good Time	
fast_food	kebab		Good Time	
fast_food	kebab		Good Time	
fast_food	kebab		Good Time	
fast_food	kebab		Good Time Resto	
fast_food	kebab		Gourmandises DK	
fast_food	kebab		Gourmet	
fast_food	kebab		Gourmet Grill	
fast_food	kebab		Goûter Chez Sam	
fast_food	kebab		Gouter la différence	
fast_food	kebab;grec		Délice Jussieu	
fast_food	kebab;greek;burger		Today Tacos	
fast_food	kebab;greek		Chez Copain	
fast_food	kebab;greek		O'Campus	
fast_food	kebab		Grill Adana	
fast_food	kebab		Grillade - Salon de thé 7/7	
fast_food	kebab		Grillades Istanbul	
fast_food	kebab		Grill Akdeniz	
fast_food	kebab;grill;burger		Le Pacha	
fast_food	kebab		Grill Dehliz	
fast_food	kebab		Grill du Marché	
fast_food	kebab		Grill Éphèse	
fast_food	kebab		Grill House	
fast_food	kebab		Grill House	
fast_food	kebab		Grill House	
fast_food	kebab		Grill Istambul	
fast_food	kebab		Grill Istanbul	
fast_food	kebab		Grill Istanbul	
fast_food	kebab		Grill Istanbul	
fast_food	kebab		Grill Istanbul	
fast_food	kebab		Grill Istanbul	
fast_food	kebab		Grill Istanbul	
fast_food	kebab		Grill Istanbul	
fast_food	kebab		Grill Istanbul	
fast_food	kebab		Grill Istanbul	
fast_food	kebab		Grill Istanbul	
fast_food	kebab		Grill İstanbul	
fast_food	kebab		Grill & Kebab	
fast_food	kebab		Grill Kebab	
fast_food	kebab		Grill Kebab	
fast_food	kebab		Grill Marmara	
fast_food	kebab		Grill Mesopotamia	
fast_food	kebab		Grill Plaisance	
fast_food	kebab		Grill Saveurs	
fast_food	kebab;grill;tacos		Restaurant Istanbul 7	
fast_food	kebab;grill;tacos		Resto Dezza	
fast_food	kebab;grill;tacos;sandwich		Le Cappadocce Kebab	
fast_food	kebab		Grill Terminus	
fast_food	kebab		Gumüs	
fast_food	kebab		Güney kebab	
fast_food	kebab		GUR Kebab	GUR Kebab
fast_food	kebab		Gyros	
fast_food	kebab		Hak Yolu	
fast_food	kebab		Halikarnas	
fast_food	Kebab, Hamburger, Pizza		Family Food	
fast_food	kebab		Hameau Kebap	
fast_food	kebab		Harkos kebab	
fast_food	kebab		Haval	
fast_food	kebab		Hayat Kebab	
fast_food	kebab		Herr Berliner	
fast_food	kebab		Hittite Kebab	
fast_food	kebab		Home Kebab	
fast_food	kebab		Horizontal	
fast_food	kebab		House of Food	
fast_food	kebab		Ibo 51	
fast_food	kebab		Ich Bin Kebab	
fast_food	kebab		iFood	
fast_food	kebab		Ilhan	
fast_food	kebab		Imim délice	
fast_food	kebab		Imma	
fast_food	kebab		Impact	
fast_food	kebab		Impact	
fast_food	kebab		Imparator	
fast_food	kebab;indian		pain chaud de la place	
fast_food	kebab;indian;pakistani		Kashmir	
fast_food	kebab;indian;tacos;burger		Mangez-Moi	
fast_food	kebab;indian	yes	Al Ihsan	
fast_food	kebab		Isa Kebab	
fast_food	kebab		Isère Kebab	
fast_food	kebab		Iskender	
fast_food	kebab		Iskender	
fast_food	kebab		Iskender 06	
fast_food	kebab		Isken Grill	
fast_food	kebab		Islafood	
fast_food	kebab		Isle Kebab	
fast_food	kebab		Issot	
fast_food	kebab		Istamboul Kebab	
fast_food	kebab		Istambul	
fast_food	kebab		Istambul	
fast_food	kebab		Istambul Grill	
fast_food	kebab		Istambul Kebab	
fast_food	kebab		Istambul Kebab	
fast_food	kebab		Istambul Kebab d'Or	
fast_food	kebab		Istan-boule	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul	
fast_food	kebab		Istanbul 2	
fast_food	kebab		Istanbul Capitol	
fast_food	kebab		Istanbul City	
fast_food	kebab		Istanbul Concept	
fast_food	kebab		Istanbul délice	
fast_food	kebab		Istanbul Délices	
fast_food	kebab		Istanbul Doner	
fast_food	kebab		Istanbul express	
fast_food	kebab		Istanbul Gourmand	
fast_food	kebab		Istanbul Grill	
fast_food	kebab		Istanbul Grill	
fast_food	kebab		Istanbul Grill	
fast_food	kebab		Istanbul Grill	
fast_food	kebab		Istanbul Grill	
fast_food	kebab		Istanbul Grill	
fast_food	kebab		Istanbul Grill	
fast_food	kebab		Istanbul Grillade	
fast_food	kebab		Istanbul Grillades et Tacos	
fast_food	kebab		Istanbul Grill & Kebab	
fast_food	kebab		Istanbul kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul Kebab	
fast_food	kebab		Istanbul kebap	
fast_food	kebab		Istanbul Kitchen	
fast_food	kebab		Istanbul Marnay	
fast_food	kebab		Istanbuloos	
fast_food	kebab		Istanbul restaurant	
fast_food	kebab		I'Tacos 92	
fast_food	kebab;italian_pizza;couscous	yes	Allo Tacos Couscous	
fast_food	kebab;italian_pizza;hot_dog;burger;steak_house;sandwich		Le piccadily	
fast_food	kebab;italian_pizza;pita		Laval Kebab	
fast_food	kebab;italian;turkish	yes	Paris Kebap	
fast_food	kebab		Izhac food	
fast_food	kebab		Izmir	
fast_food	kebab		Izmir	
fast_food	kebab		Izmir	
fast_food	kebab		Izmir Grillades	
fast_food	kebab		Izmir Kebab	
fast_food	kebab		Izmir Kebab	
fast_food	kebab		Izmir Kebab	
fast_food	kebab		Izmir Restaurant	
fast_food	kebab		JandJ	
fast_food	kebab		Jardin d'Istanbul	
fast_food	kebab		Jarville Kebab	
fast_food	kebab		Jasmin	
fast_food	kebab		Jazeera	
fast_food	kebab		JB Tacos	
fast_food	kebab		Jean Macé Kebab	
fast_food	kebab		J'M Kebab	
fast_food	kebab		Jouvence Kebab	
fast_food	kebab		Juba Kebab	
fast_food	kebab;juice;tea;pizza;salad		Akdeniz	
fast_food	kebab		Just Food	
fast_food	kebab		Kaboul Kebab	
fast_food	kebab		Kamer	
fast_food	kebab		Kapadoce	
fast_food	kebab		Kapados	
fast_food	kebab		Kapsalon Kebab	
fast_food	kebab		Karaaslan Mahmut	
fast_food	kebab		Karadeniz	
fast_food	kebab		Karadeniz Kebab	
fast_food	kebab		Karamanli	
fast_food	kebab		Kars Kebab	
fast_food	kebab		Kascroute	
fast_food	kebab		Kasta	
fast_food	kebab		Kavkaz	
fast_food	kebab		KB	
fast_food	kebab		KB Grill	
fast_food	kebab		KDS Kebab	
fast_food	kebab		Kebab	
fast_food	kebab		Kebab	
fast_food	kebab		Kebab	
fast_food	kebab		Kebab	
fast_food	kebab		Kebab	
fast_food	kebab		Kebab	
fast_food	kebab		Kebab	
fast_food	kebab		Kebab	
fast_food	kebab		Kebab 1er Mai	
fast_food	kebab		Kebab 2000	
fast_food	kebab		Kebab2Jaude	
fast_food	kebab		Kebab 36	
fast_food	kebab		Kebab40	
fast_food	kebab		Kebab 44	
fast_food	kebab		Kebab 55	
fast_food	kebab		Kebab 63	
fast_food	kebab		Kebaba	
fast_food	kebab		Kebab Aga	
fast_food	kebab		Kebab Alanya	
fast_food	kebab		Kebab Alésia	
fast_food	kebab		Kebab Amira	
fast_food	kebab		Kebab Anji	
fast_food	kebab		Kebab Antalya	
fast_food	kebab		Kebab Ariane	
fast_food	kebab		Kebab Azadi	
fast_food	kebab		Kebab-Bar de la Poste	
fast_food	kebab		Kebab Berliner	
fast_food	kebab		Kebab Beyo Pizza	
fast_food	kebab		Kebab Bodrum	
fast_food	kebab		Kebab Bora	
fast_food	kebab		Kebab Bosphore	
fast_food	kebab		Kebab Bosphore Grill	
fast_food	kebab		Kebab Braise	
fast_food	kebab		Kebab Burger	
fast_food	kebab		Kebab Café	
fast_food	kebab		Kebab Chez Lina	
fast_food	kebab		Kebab Chez Lokman	
fast_food	kebab		Kebab Cinq Étoiles	
fast_food	kebab		Kebab City	
fast_food	kebab		Kebab Contrex	
fast_food	kebab		Kebab Corner	
fast_food	kebab		Kebab Corner	
fast_food	kebab		Kebab Damascus	
fast_food	kebab		Kebab de Bonnières	
fast_food	kebab		Kebab Debourg	
fast_food	kebab		Kebab de la Fontaine	
fast_food	kebab		Kebab de la Gare	
fast_food	kebab		Kebab de la Neuville	
fast_food	kebab		Kebab de la Place	
fast_food	kebab		Kebab de la Place d'Armes	
fast_food	kebab		Kebab de la Poste	
fast_food	kebab		Kebab de l'Avenue	
fast_food	kebab		Kebab de l'Europe	
fast_food	kebab		Kebab Délice	
fast_food	kebab		Kebab Delis	
fast_food	kebab		Kébab de l'Université	
fast_food	kebab		Kebab de Paris	
fast_food	kebab		Kebab de Roche	
fast_food	kebab		Kebab des 2 Alpes	
fast_food	kebab		kebab des dombes	
fast_food	kebab		Kebab des Ducs	
fast_food	kebab		Kebab des Tilleuls	
fast_food	kebab		Kebab de St Romain	
fast_food	kebab		Kebab Dogan	
fast_food	kebab		Kebab d'Or	
fast_food	kebab		Kebab du Cailly	
fast_food	kebab		Kebab du gatinais	
fast_food	kebab		Kebab du Lion	
fast_food	kebab		Kebab du Mont-Héry	
fast_food	kebab		Kebab du Nord	
fast_food	kebab		Kebab du port	
fast_food	kebab		Kebab du Scorff	
fast_food	kebab		Kebab du Sem	
fast_food	kebab		Kebab Efe Délices	
fast_food	kebab		Kebab express	
fast_food	kebab		Kebab Express	
fast_food	kebab		Kebab Express	
fast_food	kebab		Kebab Express	
fast_food	kebab		Kebab Factory	
fast_food	kebab		Kebab Feillens "chez Ben'j"	
fast_food	kebab		Kebab Fresh Tacos	
fast_food	kebab		Kebab grec	
fast_food	kebab		Kebab Grill House 63	
fast_food	kebab		Kebab halikarnas	
fast_food	kebab		Kebab' Home	
fast_food	kebab		Kebab House	
fast_food	kebab		Kebab House	
fast_food	kebab		Kebab House	
fast_food	kebab		Kebab House	
fast_food	kebab		Kebab House Berlinois	
fast_food	kebab		Kebab Indien	
fast_food	kebab		Kebab Istanbul	
fast_food	kebab		Kebab Istanbul	
fast_food	kebab		Kebab Istanbul	
fast_food	kebab		Kebab jean jaurés	
fast_food	kebab		Kebab Kapadokya	
fast_food	kebab		Kebab King	
fast_food	kebab		Kebab Land	
fast_food	kebab		Kebab'Land	
fast_food	kebab		Kebab le Ksar	
fast_food	kebab		Kebab Le Marigny	
fast_food	kebab		Kebab Le Medina	
fast_food	kebab		Kebab Les Halles	
fast_food	kebab		Kebab Les Trois Palmiers	
fast_food	kebab		Kebab Livarot	
fast_food	kebab		Kebab Lolav	
fast_food	kebab		Kebab Mag85	
fast_food	kebab		Kebab Maison	
fast_food	kebab		Kebab man	
fast_food	kebab		Kebab Marmara	
fast_food	kebab		Kebab Marmaris	
fast_food	kebab		Kebab Méditerranée	
fast_food	kebab		Kebab Melois	
fast_food	kebab		Kebab Mina	
fast_food	kebab		Kebab Mon ami	
fast_food	kebab		Kebab Mortain	
fast_food	kebab		Kebab & Naan House	
fast_food	kebab		Kebab' Pla	
fast_food	kebab		Kebab Plaisir	
fast_food	kebab		Kebab Rif	
fast_food	kebab		Kebab Royal	
fast_food	kebab		Kebab Royal Service	
fast_food	kebab		Kebab Saint-Donat	
fast_food	kebab		Kebab Saint-Germain	
fast_food	kebab		Kebab Saint-Louis	
fast_food	kebab		Kebab Sandwich Burger	
fast_food	kebab		Kebab Sandwicherie	
fast_food	kebab		Kebab Silave	
fast_food	kebab		Kebab Snack	
fast_food	kebab		Kebab St Jean	
fast_food	kebab		Kebab Store	
fast_food	kebab		Kebab Sultan	
fast_food	kebab		Kebab Tacos Sourdeval	
fast_food	kebab		Kebab Tacos Vernou BREN FOOD	
fast_food	kebab		Kebab Taksim	
fast_food	kebab		Kebab time	
fast_food	kebab		Kebab Time	
fast_food	kebab		Kebab Time	
fast_food	kebab		Kebab Tizi Lunch	
fast_food	kebab		Kebab turquoise	
fast_food	kebab		Kebab Turquoise	
fast_food	kebab		Kebab Turquoise	
fast_food	kebab		Kebab World	
fast_food	kebab		Kebap	
fast_food	kebab		Keböb	
fast_food	kebab		Kebouse Grill House	
fast_food	kebab		Kebs Berliner	
fast_food	kebab		Keb'ss Kebab	
fast_food	kebab		Kegré	
fast_food	kebab		Kekom Kilian	
fast_food	kebab		Kemperlé Kebab	
fast_food	kebab		Kernek	
fast_food	kebab		Kervan Kebab	
fast_food	kebab		Kervan Kebab	
fast_food	kebab		Kes Original Döner	
fast_food	kebab		Kibris Kebab	
fast_food	kebab		Kif kebab	
fast_food	kebab		Kifolie	
fast_food	kebab		Killic	
fast_food	kebab		King food	
fast_food	kebab		king kebab	
fast_food	kebab		King kebab	
fast_food	kebab		King Kebab	
fast_food	kebab		King Kebab	
fast_food	kebab		King Kebap	
fast_food	kebab		King Naan	
fast_food	kebab		King of the Queen kebab	
fast_food	kebab		K'Labraise	
fast_food	kebab		Kobané	
fast_food	kebab		Koc Ozhan	
fast_food	kebab		Konya Kebab	
fast_food	kebab		Konya Resto	
fast_food	kebab		Kool naan	
fast_food	kebab		Kopar	
fast_food	kebab		Kösk	
fast_food	kebab		Kösk	
fast_food	kebab		Kosmos	
fast_food	kebab		Kozan	
fast_food	kebab		Köz kebab	
fast_food	kebab		Krazee	
fast_food	kebab		Krousty Bowl	
fast_food	kebab		Kuisinistan	
fast_food	kebab		Kumpir’Land	
fast_food	kebab;kurdish	yes	Grill Istanbul	
fast_food	kebab;kurdish	yes	Lolav	
fast_food	kebab		Kusadasi	
fast_food	kebab		Kusadasi	
fast_food	kebab		KUSADASI	
fast_food	kebab		Kusadasi Marina	
fast_food	kebab		La baguette du boucher	
fast_food	kebab		La Baraka	
fast_food	kebab		La Baraka	
fast_food	kebab		La Baraka	
fast_food	kebab		La Baraka Frites	
fast_food	kebab		La belle broche	
fast_food	kebab		La Belle Broche	
fast_food	kebab		La belle étoile	
fast_food	kebab		La Bel Vie	
fast_food	kebab		La Bonne Adresse Kebab	
fast_food	kebab		La Bonne Nouvelle	
fast_food	kebab		La bonne pause	
fast_food	kebab		La Boule Maître Kebabier	
fast_food	kebab		La Broche	
fast_food	kebab		La Broche	
fast_food	kebab		La Broche	
fast_food	kebab		La Broche	
fast_food	kebab		La Broche	
fast_food	kebab		La Broche	
fast_food	kebab		La Broche	
fast_food	kebab		La Broche d'Or	
fast_food	kebab		La Broche D'or	
fast_food	kebab		La cabane d’Ozo	
fast_food	kebab		La Calèche d'Or	
fast_food	kebab		La Camilina	
fast_food	kebab		La Cappadoce	
fast_food	kebab		La Cappadoce	
fast_food	kebab		La Citadelle	
fast_food	kebab		ladid	
fast_food	kebab		La Fantasia	
fast_food	kebab		La Fontaine	
fast_food	kebab		La Fringale	
fast_food	kebab		L'After	
fast_food	kebab		Lagarde	
fast_food	kebab		La Gazelle d'Or	
fast_food	kebab		La Goulette	
fast_food	kebab		La Grange	
fast_food	kebab		La Grignotte	
fast_food	kebab		La Grillade	
fast_food	kebab		Laiali Alsham	
fast_food	kebab		La Kasbah	
fast_food	kebab		L'Aksaray	
fast_food	kebab		L'Alhambra	
fast_food	kebab		La maison du grill	
fast_food	kebab		La maison du kebab	
fast_food	kebab		La maison du kebab	
fast_food	kebab		La Maison du Kebab	
fast_food	kebab		La Maison du Kebab	
fast_food	kebab		La Maison du Kebab	
fast_food	kebab		La Maison du Kebab	
fast_food	kebab		La maison du kebab 2	
